idx;stratum;config;query_id;question;claim;nli_label;nli_score;pre_clasificacion;best_chunk_id;best_chunk_source;best_chunk_text;juicio_humano;comentario
26;unsupported;lexico | gemma4-e4b;q002;What are the pricing tiers for AWS EC2?;Calculating the Tier: You determine the pricing tier by.;unsupported;0.4968;genuine;f11dbe43-08c1-4f94-96de-7da11f4dae39;"aws/EC2 :: How you are billed<a name="concepts-reserved-instances-application"></a> > Reserved Instance discount pricing tiers<a name="reserved-instances-discounts"></a> > Calculate Reserved Instance pricing discounts<a name="pricing-discounts"></a>";"-discounts) ⏎ + [Buy with a discount tier](#buying-discount-tier) ⏎ + [Crossing pricing tiers](#crossing-pricing-tiers) ⏎ + [Consolidated billing for pricing tiers](#consolidating-billing) [AWS > EC2 > How you are billed<a name="concepts-reserved-instances-application"></a> > Reserved Instance discount pricing tiers<a name="reserved-instances-discounts"></a> > Calculate Reserved Instance pricing discounts<a name="pricing-discounts"></a>] You can determine the pricing tier for your account by calculating the list value for all of your Reserved Instances in a Region\. Multiply the hourly recurring price for each reservation by the total number of hours for the term and add the undiscounted upfront price \(also known as the fixed price\) at the time of purchase\. Because the list value is based on undiscounted \(public\) pricing, it is not affected if you qualify for a volume discount or if the price drops after you buy your Reserved Instances\. ⏎  ⏎  ⏎ [CODE_BLOCK_0] ⏎  ⏎  ⏎ For example, for a 1\-year Partial Upfront `t2.small` Reserved Instance, assume the upfront price is $60\.00 and the hourly rate is $0\.007\. This provides a list value of $121\.32\. ⏎  ⏎  ⏎ [CODE_BLOCK_1] ⏎  ⏎  ⏎ ------";;
27;unsupported;lexico | gemma4-e4b;q065;How to set up AWS RDS for a production workload?;Configuration Customization (Critical Warning) ⏎ The most important step is to customize the instance settings, as the default tutorial configurations are not suitable for production.;unsupported;0.0864;genuine;b0b431f3-498f-4c0d-9610-b347cba787d4;"aws/EC2 :: Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>";" that you can use, you can skip this task\. ⏎  ⏎ **Important**   ⏎ If you use an existing RDS database, make sure that it is in the same VPC as your EC2 instance so that you can use the automatic connection feature\. [AWS > EC2 > Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>] Use the following steps to create an RDS database\. ⏎  ⏎ To view an animation of these steps, see [View an animation: Create an RDS database](#task1-create-rds-database-animation)\. ⏎  ⏎ **RDS database configuration** ⏎  ⏎ The steps in this task configure the RDS database as follows: ⏎ + Engine type: MySQL ⏎ + Template: Free tier ⏎ + DB instance identifier: **tutorial\-database\-1** ⏎ + DB instance class: `db.t3.micro` ⏎  ⏎ **Important**   ⏎ In a production environment, you should configure your database to meet your specific needs\. ⏎  ⏎ **To create a MySQL RDS database** ⏎  ⏎ 1. Open the Amazon RDS console at [https://console\.aws\.amazon\.com/rds/](https://console.aws.amazon.com/rds/)\. ⏎  ⏎ 1. From the Region selector \(at top right\), choose an AWS Region\. The database and the EC2 instance must be in the same Region in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. On the dashboard, choose **Create database**\. ⏎  ⏎ 1. Under **Choose a database creation method**, check that **Standard create** is selected\. If you choose **Easy create**, the VPC selector is not available\. You must ensure that your database is in the same VPC as your EC2 instance in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. Under **Engine options**, for **Engine type**, choose **MySQL**\. ⏎  ⏎ 1. Under **Templates**, choose a sample template to meet your needs\. For this tutorial, choose **Free tier** to create a database at no cost\. However, note that the free tier is only available if your account is less than 12 months old\. Other restrictions apply\. You can read more by choosing the **Info** link in the **Free tier** box\. ⏎  ⏎ 1. Under **Settings**, do the following: ⏎  ⏎    1. For **DB instance identifier**, enter a name for the database\. For this tutorial, enter **tutorial\-database\-1**\. ⏎  ⏎    1. For **Master username**, leave the default name, which is **admin**\. ⏎  ⏎    1. For **Master password**, enter a password that you can remember for this tutorial, and then, for **Confirm password**, enter the password again\. ⏎  ⏎ 1. Under **Instance configuration**, for **DB instance class**, leave the default, which is **db\.t3";;
28;unsupported;lexico | gemma4-e4b;q092;How to implement backup and disaster recovery for Azure Virtual Machines?;Azure Backup [Source: azure/.;unsupported;0.2993;genuine;79978ccd-f82c-48c2-a861-66bd88a28ba2;azure/Virtual Machines :: Introduction to Azure managed disks > Backup and disaster recovery options; use to ensure their performance automatically shifts to meet the changing demands of your workload, others require manual adjustment, and other disk types can't do either. ⏎ To learn about the options each disk type has, seeOverview of options to improve Azure managed disk performance [AZURE > Virtual Machines > Introduction to Azure managed disks > Backup and disaster recovery options] Managed disks support several backup and disaster recovery options. These options include built-in redundancy options (locally redundant storage, and zone-redundant storage), Azure Backup, managed disk snapshots, restore points, and Azure Site Recovery. The ideal configuration of backup and disaster recovery options for your needs can vary. To decide which works best for your needs, seeBackup and disaster recovery for Azure managed disks.;;
29;unsupported;lexico | gemma4-e4b;q044;What are the service limits for Azure AKS?;Managed Cluster Quota Limits (Maximum Cluster Count) ⏎  ⏎ AKS quota represents a limit on the maximum number of managed clusters that an Azure subscription can create per region .;unsupported;0.4444;genuine;d2c26024-6c2a-4d2c-884b-0d070960a9a2;azure/AKS :: Quotas, virtual machine size restrictions, and region availability in Azure Kubernetes Service (AKS) > Service quotas and limits > Quota limits on AKS Managed Clusters > AKS Managed Clusters Quota Limits;, follow the instructions here: https://learn.microsoft.com/azure/quotas/quickstart-increase-quota-portal. ⏎ To remedy this, customers canrequest additional quota in the Azure portal Quotas pageor via theQuotas REST API. [AZURE > AKS > Quotas, virtual machine size restrictions, and region availability in Azure Kubernetes Service (AKS) > Service quotas and limits > Quota limits on AKS Managed Clusters > AKS Managed Clusters Quota Limits] Subscription TypeDefault number of AKS clusters per subscription per region for new subscriptions1Maximum number of AKS clusters per subscription per region via self service usingAzure portal Quotas page2Enterprise Agreement subscriptions1001,000CSP, Pay-as-you-go, Sponsored, MSDN, MPN, Azure Pass, Azure In Open, and Azure Pass subscriptions10100Free Trial and Azure for Students subscriptions33 ⏎ 1The default number of AKS clusters per subscription per region for new subscriptions may vary in regions with capacity constraints.2To request an increase of the quota limit,use the Azure portal Quotas request process. Quota increase requests above the maximum self service amount will require a support ticket. Free Trial and Azure for Students subscriptions aren't eligible for limit or quota increases. If you have a Free Trial or Azure for Students subscription, you can upgrade to a pay-as-you-go subscription to get higher quota limits.;;
30;unsupported;lexico | gemma4-e4b;q026;What are the limits and quotas for AWS CloudWatch?;General Information: For more details on configuring alarms and monitoring quotas, you can refer to the *Service Quotas User Guide* section on [Service Quotas and Amazon CloudWatch alarms](https://docs.aws.amazon.com/servicequotas/latest/userguide/configure-cloudwatch.html)..;unsupported;0.2209;genuine;2426a8c8-6ea5-437c-af0e-e867067f0335;"aws/EC2 :: Spot Instance quotas<a name="using-spot-limits"></a> > Monitor Spot Instance quotas and usage<a name="monitoring-spot-limits"></a>";" Spot Instances \(16 x 16 vCPUs\)\.  ⏎  ⏎ **Topics** ⏎ + [Monitor Spot Instance quotas and usage](#monitoring-spot-limits) ⏎ + [Request a quota increase](#spot-vcpu-limits-request-increase) [AWS > EC2 > Spot Instance quotas<a name="using-spot-limits"></a> > Monitor Spot Instance quotas and usage<a name="monitoring-spot-limits"></a>] You can view and manage your Spot Instance quotas using the following: ⏎ + The Amazon EC2 [Services quotas page](https://console.aws.amazon.com/servicequotas/#!/services/ec2/quotas) in the Service Quotas console ⏎ + The [get\-service\-quota](https://docs.aws.amazon.com/cli/latest/reference/service-quotas/get-service-quota.html) AWS CLI ⏎  ⏎ For more information, see [Amazon EC2 service quotas](ec2-resource-limits.md) in the *Amazon EC2 User Guide for Linux Instances* and [Viewing service quotas](https://docs.aws.amazon.com/servicequotas/latest/userguide/gs-request-quota.html) in the *Service Quotas User Guide*\. ⏎  ⏎ With Amazon CloudWatch metrics integration, you can monitor EC2 usage against your quotas\. You can also configure alarms to warn about approaching quotas\. For more information, see [Service Quotas and Amazon CloudWatch alarms](https://docs.aws.amazon.com/servicequotas/latest/userguide/configure-cloudwatch.html) in the *Service Quotas User Guide*\.";;
31;unsupported;hibrido | mistral-7b-instruct;q065;How to set up AWS RDS for a production workload?;Configure additional settings such as storage, backup options, maintenance windows, etc., according to your specific needs..;unsupported;0.586;genuine;b0b431f3-498f-4c0d-9610-b347cba787d4;"aws/EC2 :: Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>";" that you can use, you can skip this task\. ⏎  ⏎ **Important**   ⏎ If you use an existing RDS database, make sure that it is in the same VPC as your EC2 instance so that you can use the automatic connection feature\. [AWS > EC2 > Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>] Use the following steps to create an RDS database\. ⏎  ⏎ To view an animation of these steps, see [View an animation: Create an RDS database](#task1-create-rds-database-animation)\. ⏎  ⏎ **RDS database configuration** ⏎  ⏎ The steps in this task configure the RDS database as follows: ⏎ + Engine type: MySQL ⏎ + Template: Free tier ⏎ + DB instance identifier: **tutorial\-database\-1** ⏎ + DB instance class: `db.t3.micro` ⏎  ⏎ **Important**   ⏎ In a production environment, you should configure your database to meet your specific needs\. ⏎  ⏎ **To create a MySQL RDS database** ⏎  ⏎ 1. Open the Amazon RDS console at [https://console\.aws\.amazon\.com/rds/](https://console.aws.amazon.com/rds/)\. ⏎  ⏎ 1. From the Region selector \(at top right\), choose an AWS Region\. The database and the EC2 instance must be in the same Region in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. On the dashboard, choose **Create database**\. ⏎  ⏎ 1. Under **Choose a database creation method**, check that **Standard create** is selected\. If you choose **Easy create**, the VPC selector is not available\. You must ensure that your database is in the same VPC as your EC2 instance in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. Under **Engine options**, for **Engine type**, choose **MySQL**\. ⏎  ⏎ 1. Under **Templates**, choose a sample template to meet your needs\. For this tutorial, choose **Free tier** to create a database at no cost\. However, note that the free tier is only available if your account is less than 12 months old\. Other restrictions apply\. You can read more by choosing the **Info** link in the **Free tier** box\. ⏎  ⏎ 1. Under **Settings**, do the following: ⏎  ⏎    1. For **DB instance identifier**, enter a name for the database\. For this tutorial, enter **tutorial\-database\-1**\. ⏎  ⏎    1. For **Master username**, leave the default name, which is **admin**\. ⏎  ⏎    1. For **Master password**, enter a password that you can remember for this tutorial, and then, for **Confirm password**, enter the password again\. ⏎  ⏎ 1. Under **Instance configuration**, for **DB instance class**, leave the default, which is **db\.t3";;
32;unsupported;denso | mistral-7b-instruct;q128;When should you use AWS VPC instead of AWS RDS?;On the other hand, Amazon RDS (Relational Database Service) is a managed database service that makes it easier to set up, operate, and scale a relational database in the cloud [AWS > Services > Amazon RDS].;unsupported;0.5594;genuine;b0b431f3-498f-4c0d-9610-b347cba787d4;"aws/EC2 :: Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>";" that you can use, you can skip this task\. ⏎  ⏎ **Important**   ⏎ If you use an existing RDS database, make sure that it is in the same VPC as your EC2 instance so that you can use the automatic connection feature\. [AWS > EC2 > Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>] Use the following steps to create an RDS database\. ⏎  ⏎ To view an animation of these steps, see [View an animation: Create an RDS database](#task1-create-rds-database-animation)\. ⏎  ⏎ **RDS database configuration** ⏎  ⏎ The steps in this task configure the RDS database as follows: ⏎ + Engine type: MySQL ⏎ + Template: Free tier ⏎ + DB instance identifier: **tutorial\-database\-1** ⏎ + DB instance class: `db.t3.micro` ⏎  ⏎ **Important**   ⏎ In a production environment, you should configure your database to meet your specific needs\. ⏎  ⏎ **To create a MySQL RDS database** ⏎  ⏎ 1. Open the Amazon RDS console at [https://console\.aws\.amazon\.com/rds/](https://console.aws.amazon.com/rds/)\. ⏎  ⏎ 1. From the Region selector \(at top right\), choose an AWS Region\. The database and the EC2 instance must be in the same Region in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. On the dashboard, choose **Create database**\. ⏎  ⏎ 1. Under **Choose a database creation method**, check that **Standard create** is selected\. If you choose **Easy create**, the VPC selector is not available\. You must ensure that your database is in the same VPC as your EC2 instance in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. Under **Engine options**, for **Engine type**, choose **MySQL**\. ⏎  ⏎ 1. Under **Templates**, choose a sample template to meet your needs\. For this tutorial, choose **Free tier** to create a database at no cost\. However, note that the free tier is only available if your account is less than 12 months old\. Other restrictions apply\. You can read more by choosing the **Info** link in the **Free tier** box\. ⏎  ⏎ 1. Under **Settings**, do the following: ⏎  ⏎    1. For **DB instance identifier**, enter a name for the database\. For this tutorial, enter **tutorial\-database\-1**\. ⏎  ⏎    1. For **Master username**, leave the default name, which is **admin**\. ⏎  ⏎    1. For **Master password**, enter a password that you can remember for this tutorial, and then, for **Confirm password**, enter the password again\. ⏎  ⏎ 1. Under **Instance configuration**, for **DB instance class**, leave the default, which is **db\.t3";;
33;unsupported;lexico | mistral-7b-instruct;q135;Compare AWS VPC and AWS IAM in terms of use cases and features;This includes setting up a network topology, configuring route tables, network gateways, and security groups for your resources..;unsupported;0.001;genuine;b6f76d3a-0a62-489a-bcb1-ac144567192e;aws/Lambda :: AWS Lambda Developer Guide;[AWS > Lambda > AWS Lambda Developer Guide] This repository contains additional resources for the AWS Lambda developer guide. ⏎  ⏎ - [iam-policies](./iam-policies) - Sample permissions policies for cross-service use cases. ⏎ - [sample-apps](./sample-apps) - Sample applications that demonstrate features and use cases for the AWS Lambda service and managed runtimes. ⏎ - [templates](./templates) - AWS CloudFormation templates for creating functions and VPC network resources.;;
34;unsupported;denso | mistral-7b-instruct;q079;How to deploy a containerized application on AWS EC2?;Install Docker Engine and the Docker CLI on your EC2 instance.;unsupported;0.0866;genuine;7abc92a3-d2d5-4a04-a171-9a78c53b2f63;"aws/ECS :: Amazon ECS developer tools overview<a name="ecs-developer-tools"></a> > Amazon ECS CLI<a name="developer-tools-ecscli"></a>";" see [Getting started with AWS App2Container](https://docs.aws.amazon.com/app2container/latest/UserGuide/start-intro.html)\. ⏎  ⏎ Use App2Container if you have applications that are hosted on premises or on Amazon EC2 instances or both\. [AWS > ECS > Amazon ECS developer tools overview<a name="ecs-developer-tools"></a> > Amazon ECS CLI<a name="developer-tools-ecscli"></a>] The Amazon ECS CLI allows you to run your applications on Amazon ECS and AWS Fargate using the Docker Compose file format\. You can quickly provision resources, push and pull images using [Amazon ECR](https://docs.aws.amazon.com/ecr), and monitor running applications on Amazon ECS or AWS Fargate\. You can also test containers running locally along with containers in the cloud within the CLI\. ⏎  ⏎ For more information, see [Using the Amazon ECS command line interface](ECS_CLI.md)\. ⏎  ⏎ Use the ECS CLI if you have a Compose application and want to deploy it to Amazon ECS, or test local containers with containers running in Amazon ECS in the cloud\.";;
35;unsupported;hibrido | mistral-7b-instruct;q035;What are the service limits for Azure Functions?;For a comprehensive list of service limits for Azure Functions, refer to the [Functions service limits](functions-scale.md#service-limits) documentation.;unsupported;0.5023;genuine;0a848066-8d2d-435f-89c6-e5232f21d96f;"azure/Virtual Network :: Azure Virtual Network frequently asked questions (FAQ) > Migration of classic network resources to Resource Manager > What is Azure Service Manager, and what does the term "classic" mean?";"nets that you use for securing the resource. The following table shows some example limits: ⏎  ⏎  ⏎ [TABLE_0] ⏎  ⏎ >[!NOTE] ⏎ > The limits are subject to change at the discretion of the Azure services. Refer to the respective service documentation for details. [AZURE > Virtual Network > Azure Virtual Network frequently asked questions (FAQ) > Migration of classic network resources to Resource Manager > What is Azure Service Manager, and what does the term "classic" mean?] Azure Service Manager is the old deployment model of Azure that was responsible for creating, managing, and deleting resources. The word *classic* in a networking service refers to resources managed by the Azure Service Manager model. For more information, see the [comparison of deployment models](../azure-resource-manager/management/deployment-models.md).";;
36;unsupported;lexico | qwen3.5-9b;q011;What is AWS VPC and what are its main features?;A default subnet for each Availability Zone.;unsupported;0.2736;genuine;37c05779-f8d7-4e24-8ed7-093f6213c6d9;"aws/EC2 :: Dedicated Instances<a name="dedicated-instance"></a> > Supported features<a name="features"></a>";" and manually specify a tenancy of `dedicated` for the instances to run as Dedicated Instances\. For more information, see [Launch Dedicated Instances into a VPC](dedicated-usage-overview.md#dedicatedinstancesintovpc)\. [AWS > EC2 > Dedicated Instances<a name="dedicated-instance"></a> > Supported features<a name="features"></a>] Dedicated Instances support the following features and AWS service integrations: ⏎  ⏎ **Topics** ⏎ + [Reserved Instances](#dedicatedreservedinstances) ⏎ + [Automatic scaling](#dedicated-instance-autoscaling) ⏎ + [Automatic recovery](#dedicated-instance-recovery) ⏎ + [Dedicated Spot Instances](#dedicated-instance-spot) ⏎ + [Burstable performance instances](#dedicated-instance-burstable)";;
37;unsupported;lexico | qwen3.5-9b;q026;What are the limits and quotas for AWS CloudWatch?;CloudWatch Service Quotas: The context states that calls to [CODE] count toward CloudWatch service quotas associated with your account .;unsupported;0.5298;genuine;2426a8c8-6ea5-437c-af0e-e867067f0335;"aws/EC2 :: Spot Instance quotas<a name="using-spot-limits"></a> > Monitor Spot Instance quotas and usage<a name="monitoring-spot-limits"></a>";" Spot Instances \(16 x 16 vCPUs\)\.  ⏎  ⏎ **Topics** ⏎ + [Monitor Spot Instance quotas and usage](#monitoring-spot-limits) ⏎ + [Request a quota increase](#spot-vcpu-limits-request-increase) [AWS > EC2 > Spot Instance quotas<a name="using-spot-limits"></a> > Monitor Spot Instance quotas and usage<a name="monitoring-spot-limits"></a>] You can view and manage your Spot Instance quotas using the following: ⏎ + The Amazon EC2 [Services quotas page](https://console.aws.amazon.com/servicequotas/#!/services/ec2/quotas) in the Service Quotas console ⏎ + The [get\-service\-quota](https://docs.aws.amazon.com/cli/latest/reference/service-quotas/get-service-quota.html) AWS CLI ⏎  ⏎ For more information, see [Amazon EC2 service quotas](ec2-resource-limits.md) in the *Amazon EC2 User Guide for Linux Instances* and [Viewing service quotas](https://docs.aws.amazon.com/servicequotas/latest/userguide/gs-request-quota.html) in the *Service Quotas User Guide*\. ⏎  ⏎ With Amazon CloudWatch metrics integration, you can monitor EC2 usage against your quotas\. You can also configure alarms to warn about approaching quotas\. For more information, see [Service Quotas and Amazon CloudWatch alarms](https://docs.aws.amazon.com/servicequotas/latest/userguide/configure-cloudwatch.html) in the *Service Quotas User Guide*\.";;
38;unsupported;hibrido | qwen3.5-9b;q137;What are the trade-offs between AWS Lambda and AWS EC2 for production workloads?;AWS EC2 (burstable performance instances, CPU options, instance types).;unsupported;0.7681;genuine;1c320f56-b230-4e1a-9307-6da4fd384ad7;"aws/EC2 :: Optimize CPU options<a name="instance-optimize-cpu"></a>";"[AWS > EC2 > Optimize CPU options<a name="instance-optimize-cpu"></a>] Amazon EC2 instances support multithreading, which enables multiple threads to run concurrently on a single CPU core\. Each thread is represented as a virtual CPU \(vCPU\) on the instance\. An instance has a default number of CPU cores, which varies according to instance type\. For example, an `m5.xlarge` instance type has two CPU cores and two threads per core by default—four vCPUs in total\. ⏎  ⏎ **Note**   ⏎ Each vCPU is a thread of a CPU core, except for T2 instances and instances powered by AWS Graviton2 processors\. ⏎  ⏎ In most cases, there is an Amazon EC2 instance type that has a combination of memory and number of vCPUs to suit your workloads\. However, you can specify the following CPU options to optimize your instance for specific workloads or business needs: ⏎ + **Number of CPU cores**: You can customize the number of CPU cores for the instance\. You might do this to potentially optimize the licensing costs of your software with an instance that has sufficient amounts of RAM for memory\-intensive workloads but fewer CPU cores\. ⏎ + **Threads per core**: You can disable multithreading by specifying a single thread per CPU core\. You might do this for certain workloads, such as high performance computing \(HPC\) workloads\. ⏎  ⏎ You can specify these CPU options during instance launch\. There is no additional or reduced charge for specifying CPU options\. You're charged the same as instances that are launched with default CPU options\. ⏎  ⏎ **Topics** ⏎ + [Rules for specifying CPU options](instance-cpu-options-rules.md) ⏎ + [CPU cores and threads per CPU core per instance type](cpu-options-supported-instances-values.md) ⏎ + [Specify CPU options for your instance](instance-specify-cpu-options.md) ⏎ + [View the CPU options for your instance](view-cpu-options.md)";;
39;unsupported;denso | qwen3.5-9b;q054;What are the quotas for Google Cloud Compute Engine?;If your project lacks preemptible quota, standard quota is consumed.;unsupported;0.6176;genuine;88ce17f4-cf2d-4ba0-8ed9-8682d16f1287;gcp/GKE :: Run GPUs in GKE Standard node poolsStay organized with collectionsSave and categorize content based on your preferences. > Ensure sufficient GPU quota > Requesting GPU quota; quota at least equivalent to the number of GPUs per node multiplied by your cluster's maximum number of ⏎ nodes. ⏎ For example, if you create a cluster with three nodes that runs two GPUs ⏎ per node, your project requires at least six GPU quota. [GCP > GKE > Run GPUs in GKE Standard node poolsStay organized with collectionsSave and categorize content based on your preferences. > Ensure sufficient GPU quota > Requesting GPU quota] To request GPU quota, use the Google Cloud console. For more information about ⏎ requesting quotas, refer toGPU quotasin the ⏎ Compute Engine documentation. ⏎ To search for GPU quota and submit a quota request, use the Google Cloud console: ⏎ Go to the IAM & AdminQuotaspage in the Google Cloud console.Go to QuotasIn theFilterbox, do the following:Select theQuotaproperty, enter the name of theGPU model, and pressEnter.(Optional) To apply more advanced filters to narrow the results, select ⏎ theDimensions (for example, locations)property, add the name of theregion or zone you are using, and ⏎ pressEnter.From the list of GPU quotas, select the quota you want to change.ClickEdit Quotas. A request form opens.Fill theNew quota limitfield for each quota request.Fill theRequest descriptionfield with details about your request.ClickNext.In theOverride confirmationdialog, clickConfirm.In theContact detailsscreen, enter your name and a phone number that the approvers might use to complete your quota change request.ClickSubmit request.You receive a confirmation email to track the quota change.;;
40;unsupported;denso | qwen3.5-9b;q071;How to monitor AWS DynamoDB with CloudWatch?;DynamoDB monitoring configurations or code examples.;unsupported;0.6995;genuine;cb50e139-7839-491d-8807-9161936967ec;"aws/ECS :: Monitoring tools<a name="monitoring-automated-manual"></a> > Automated monitoring tools<a name="monitoring-automated_tools"></a>";"AWS provides various tools that you can use to monitor Amazon ECS\. You can configure some of these tools to do the monitoring for you, while some of the tools require manual intervention\. We recommend that you automate monitoring tasks as much as possible\. [AWS > ECS > Monitoring tools<a name="monitoring-automated-manual"></a> > Automated monitoring tools<a name="monitoring-automated_tools"></a>] You can use the following automated monitoring tools to watch Amazon ECS and report when something is wrong: ⏎ + Amazon CloudWatch alarms – Watch a single metric over a time period that you specify, and perform one or more actions based on the value of the metric relative to a given threshold over a number of time periods\. The action is a notification sent to an Amazon Simple Notification Service \(Amazon SNS\) topic or Amazon EC2 Auto Scaling policy\. CloudWatch alarms do not invoke actions simply because they are in a particular state; the state must have changed and been maintained for a specified number of periods\. For more information, see [Amazon ECS CloudWatch metrics](cloudwatch-metrics.md)\. ⏎  ⏎   For clusters with tasks or services using the EC2 launch type, you can use CloudWatch alarms to scale in and scale out the container instances based on CloudWatch metrics, such as cluster memory reservation\.  ⏎ + Amazon CloudWatch Logs – Monitor, store, and access the log files from the containers in your Amazon ECS tasks by specifying the `awslogs` log driver in your task definitions\. For more information, see [Using the awslogs log driver](using_awslogs.md)\. ⏎  ⏎   You can also monitor, store, and access the operating system and Amazon ECS container agent log files from your Amazon ECS container instances\. This method for accessing logs can be used for containers using the EC2 launch type\. For more information, see [Monitoring your container instances](using_cloudwatch_logs.md)\.  ⏎ + Amazon CloudWatch Events – Match events and route them to one or more target functions or streams to make changes, capture state information, and take corrective action\. For more information, see [Amazon ECS events and EventBridge](cloudwatch_event_stream.md) in this guide and [What Is Amazon CloudWatch Events?](https://docs.aws.amazon.com/AmazonCloudWatch/latest/events/WhatIsCloudWatchEvents.html) in the *Amazon CloudWatch Events User Guide*\. ⏎ + AWS CloudTrail log monitoring – Share log files between accounts, monitor CloudTrail log files in real time by sending them to CloudWatch Logs, write log processing applications in Java, and validate that your log files have not changed after delivery by CloudTrail\. For more information, see [Logging Amazon ECS API calls with AWS CloudTrail](logging-using-cloudtrail.md) in this guide, and [Working with CloudTrail Log Files](https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-working-with-log-files.html";;
41;supported;denso | granite4.1-8b;q031;What regions support Azure Entra ID?;The supported Azure clouds for Azure Entra ID are:.;supported;0.9618;genuine;37d17004-c1da-4b9e-8fc5-12b36eb2aecf;azure/Entra ID :: Sign in to Windows virtual machine in Azure or Arc-enabled Windows Server, using Microsoft Entra ID and Azure Roles Based Access Control > Requirements > Network requirements;Azure GlobalAzure GovernmentMicrosoft Azure operated by 21Vianet ⏎ NoteCIS hardened images support Microsoft Entra ID authentication for Microsoft Windows Enterprise and Microsoft Windows Server offerings. For more information, see:CIS Hardened Images on Microsoft Windows Enterprise. [AZURE > Entra ID > Sign in to Windows virtual machine in Azure or Arc-enabled Windows Server, using Microsoft Entra ID and Azure Roles Based Access Control > Requirements > Network requirements] To enable Microsoft Entra authentication to virtual machines in Azure or Arc-enabled Windows Servers, you need to ensure that your network configuration permits outbound access to the following endpoints over TCP port 443. ⏎ Azure Global: ⏎ https://enterpriseregistration.windows.net: Device registration. ⏎ http://169.254.169.254: Azure Instance Metadata Service endpoint. ⏎ http://localhost:40342: Arc Instance Metadata Service endpoint. ⏎ https://login.microsoftonline.com: Authentication flows.https://pas.windows.net: Azure role-based access control flows. ⏎ Azure Government: ⏎ https://enterpriseregistration.microsoftonline.us: Device registration. ⏎ http://169.254.169.254: Azure Instance Metadata Service endpoint. ⏎ http://localhost:40342: Arc Instance Metadata Service endpoint. ⏎ https://login.microsoftonline.us: Authentication flows.https://pasff.usgovcloudapi.net: Azure role-based access control flows. ⏎ Microsoft Azure operated by 21Vianet: ⏎ https://enterpriseregistration.partner.microsoftonline.cn: Device registration. ⏎ http://169.254.169.254: Azure Instance Metadata Service endpoint. ⏎ http://localhost:40342: Arc Instance Metadata Service endpoint. ⏎ https://login.chinacloudapi.cn: Authentication flows.https://pas.chinacloudapi.cn: Azure role-based access control flows. ⏎ For Azure Arc-enabled Windows Servers, more network requirements are provided in theArc-connected server documentation.;;
42;supported;lexico | granite4.1-8b;q108;How to set up logging and monitoring for Google Cloud Cloud Build?;Access the build logs via the URL provided in the terminal output or through the Google Cloud Console's Logs Explorer..;supported;0.8795;genuine;7a6d5760-f6cb-4db2-be46-96e0abfb5850;gcp/Cloud Functions :: Build process overview > View your build image logs;. ⏎ Cloud Storage does provide a free tier: review the pricing ⏎ document for further details.For Artifact Registry pricing, see thePricingpage.Because the build process is subject to billing, your project must ⏎ have aCloud Billing Accountattached to it. [GCP > Cloud Functions > Build process overview > View your build image logs] A key benefit of having the build image process in your user project is access ⏎ to build logs. You can use gcloud CLI or the Google Cloud console ⏎ to reach the logs, which are available throughCloud Logging. ⏎ gcloudDeploy your function using thegcloud functions deploycommand.The URL of the logs is shown as part of the response in your terminal ⏎ window. For example:Deployingfunction(maytakeawhile-upto2minutes)...⠹ ⏎ **ForCloudBuildStackdriverLogs**,visit: ⏎ https://console.cloud.google.com/logs/viewer?project=&advancedFilter=resource.type% ⏎ 3Dbuild%0Aresource.labels.build_id%3D38d5b662-2315-45dd-8aa2- ⏎ 380d50d4f5e8%0AlogName%3Dprojects%2F% ⏎ 2Flogs%2Fcloudbuild ⏎ Deployingfunction(maytakeawhile-upto2minutes)...done.Google Cloud consoleTo view function logs in the Cloud Run page:Go to Cloud RunClick the chosen function in the displayed list.Click theLOGStab to get the request and container logs for all ⏎ revisions of this function. You can filter by log severity level.;;
