idx;stratum;config;query_id;question;claim;nli_label;nli_score;best_chunk_id;best_chunk_source;best_chunk_text;juicio_humano;comentario
26;unsupported;lexico | gemma4-e4b;q002;What are the pricing tiers for AWS EC2?;Qualification Threshold: To qualify for a discount, the list value of your Reserved Instances in the Region must be $500,000 USD or more ..;unsupported;0.0139;f11dbe43-08c1-4f94-96de-7da11f4dae39;"aws/EC2 :: How you are billed<a name="concepts-reserved-instances-application"></a> > Reserved Instance discount pricing tiers<a name="reserved-instances-discounts"></a> > Calculate Reserved Instance pricing discounts<a name="pricing-discounts"></a>";"-discounts) ⏎ + [Buy with a discount tier](#buying-discount-tier) ⏎ + [Crossing pricing tiers](#crossing-pricing-tiers) ⏎ + [Consolidated billing for pricing tiers](#consolidating-billing) [AWS > EC2 > How you are billed<a name="concepts-reserved-instances-application"></a> > Reserved Instance discount pricing tiers<a name="reserved-instances-discounts"></a> > Calculate Reserved Instance pricing discounts<a name="pricing-discounts"></a>] You can determine the pricing tier for your account by calculating the list value for all of your Reserved Instances in a Region\. Multiply the hourly recurring price for each reservation by the total number of hours for the term and add the undiscounted upfront price \(also known as the fixed price\) at the time of purchase\. Because the list value is based on undiscounted \(public\) pricing, it is not affected if you qualify for a volume discount or if the price drops after you buy your Reserved Instances\. ⏎  ⏎  ⏎ [CODE_BLOCK_0] ⏎  ⏎  ⏎ For example, for a 1\-year Partial Upfront `t2.small` Reserved Instance, assume the upfront price is $60\.00 and the hourly rate is $0\.007\. This provides a list value of $121\.32\. ⏎  ⏎  ⏎ [CODE_BLOCK_1] ⏎  ⏎  ⏎ ------";;
27;unsupported;lexico | gemma4-e4b;q065;How to set up AWS RDS for a production workload?;Configuration Customization (Critical Warning) ⏎ The most important step is to customize the instance settings, as the default tutorial configurations are not suitable for production.;unsupported;0.0864;b0b431f3-498f-4c0d-9610-b347cba787d4;"aws/EC2 :: Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>";" that you can use, you can skip this task\. ⏎  ⏎ **Important**   ⏎ If you use an existing RDS database, make sure that it is in the same VPC as your EC2 instance so that you can use the automatic connection feature\. [AWS > EC2 > Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>] Use the following steps to create an RDS database\. ⏎  ⏎ To view an animation of these steps, see [View an animation: Create an RDS database](#task1-create-rds-database-animation)\. ⏎  ⏎ **RDS database configuration** ⏎  ⏎ The steps in this task configure the RDS database as follows: ⏎ + Engine type: MySQL ⏎ + Template: Free tier ⏎ + DB instance identifier: **tutorial\-database\-1** ⏎ + DB instance class: `db.t3.micro` ⏎  ⏎ **Important**   ⏎ In a production environment, you should configure your database to meet your specific needs\. ⏎  ⏎ **To create a MySQL RDS database** ⏎  ⏎ 1. Open the Amazon RDS console at [https://console\.aws\.amazon\.com/rds/](https://console.aws.amazon.com/rds/)\. ⏎  ⏎ 1. From the Region selector \(at top right\), choose an AWS Region\. The database and the EC2 instance must be in the same Region in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. On the dashboard, choose **Create database**\. ⏎  ⏎ 1. Under **Choose a database creation method**, check that **Standard create** is selected\. If you choose **Easy create**, the VPC selector is not available\. You must ensure that your database is in the same VPC as your EC2 instance in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. Under **Engine options**, for **Engine type**, choose **MySQL**\. ⏎  ⏎ 1. Under **Templates**, choose a sample template to meet your needs\. For this tutorial, choose **Free tier** to create a database at no cost\. However, note that the free tier is only available if your account is less than 12 months old\. Other restrictions apply\. You can read more by choosing the **Info** link in the **Free tier** box\. ⏎  ⏎ 1. Under **Settings**, do the following: ⏎  ⏎    1. For **DB instance identifier**, enter a name for the database\. For this tutorial, enter **tutorial\-database\-1**\. ⏎  ⏎    1. For **Master username**, leave the default name, which is **admin**\. ⏎  ⏎    1. For **Master password**, enter a password that you can remember for this tutorial, and then, for **Confirm password**, enter the password again\. ⏎  ⏎ 1. Under **Instance configuration**, for **DB instance class**, leave the default, which is **db\.t3";;
28;unsupported;lexico | gemma4-e4b;q092;How to implement backup and disaster recovery for Azure Virtual Machines?;Azure Backup [Source: azure/.;unsupported;0.2993;79978ccd-f82c-48c2-a861-66bd88a28ba2;azure/Virtual Machines :: Introduction to Azure managed disks > Backup and disaster recovery options; use to ensure their performance automatically shifts to meet the changing demands of your workload, others require manual adjustment, and other disk types can't do either. ⏎ To learn about the options each disk type has, seeOverview of options to improve Azure managed disk performance [AZURE > Virtual Machines > Introduction to Azure managed disks > Backup and disaster recovery options] Managed disks support several backup and disaster recovery options. These options include built-in redundancy options (locally redundant storage, and zone-redundant storage), Azure Backup, managed disk snapshots, restore points, and Azure Site Recovery. The ideal configuration of backup and disaster recovery options for your needs can vary. To decide which works best for your needs, seeBackup and disaster recovery for Azure managed disks.;;
29;unsupported;lexico | gemma4-e4b;q044;What are the service limits for Azure AKS?;Service limits for Azure AKS cover several areas, including the maximum number of managed clusters (quota limits) and the rate of API calls (throttling limits).;unsupported;0.4142;d2c26024-6c2a-4d2c-884b-0d070960a9a2;azure/AKS :: Quotas, virtual machine size restrictions, and region availability in Azure Kubernetes Service (AKS) > Service quotas and limits > Quota limits on AKS Managed Clusters > AKS Managed Clusters Quota Limits;, follow the instructions here: https://learn.microsoft.com/azure/quotas/quickstart-increase-quota-portal. ⏎ To remedy this, customers canrequest additional quota in the Azure portal Quotas pageor via theQuotas REST API. [AZURE > AKS > Quotas, virtual machine size restrictions, and region availability in Azure Kubernetes Service (AKS) > Service quotas and limits > Quota limits on AKS Managed Clusters > AKS Managed Clusters Quota Limits] Subscription TypeDefault number of AKS clusters per subscription per region for new subscriptions1Maximum number of AKS clusters per subscription per region via self service usingAzure portal Quotas page2Enterprise Agreement subscriptions1001,000CSP, Pay-as-you-go, Sponsored, MSDN, MPN, Azure Pass, Azure In Open, and Azure Pass subscriptions10100Free Trial and Azure for Students subscriptions33 ⏎ 1The default number of AKS clusters per subscription per region for new subscriptions may vary in regions with capacity constraints.2To request an increase of the quota limit,use the Azure portal Quotas request process. Quota increase requests above the maximum self service amount will require a support ticket. Free Trial and Azure for Students subscriptions aren't eligible for limit or quota increases. If you have a Free Trial or Azure for Students subscription, you can upgrade to a pay-as-you-go subscription to get higher quota limits.;;
30;unsupported;denso | gemma4-e4b;q004;What is AWS EKS and what are its main features?;The main features highlighted in the documentation and contribution process are: ⏎  ⏎ **Documentation Features (AsciiDoc-Powered):**.;unsupported;0.6138;aee3ebc4-764b-4e25-930b-c6f1e1422136;aws/EKS :: Amazon EKS User Guide;"[AWS > EKS > Amazon EKS User Guide] Welcome to the Amazon EKS User Guide repository. This repository contains the open source version of the [Amazon EKS User Guide](https://docs.aws.amazon.com/eks/latest/userguide/). ⏎  ⏎ You can now edit the EKS User Guide source directly. The AsciiDoc markup language meets the needs of the AWS Platform, while also being easy to learn.  ⏎  ⏎ Use the "Edit this page on GitHub" links in the right sidebar of the EKS User Guide to submit changes.  ⏎  ⏎ - **AsciiDoc-Powered Documentation**: The docs now use AsciiDoc, an intuitive yet powerful authoring language similar to Markdown that offers: ⏎   - Advanced formatting capabilities ⏎   - Robust cross-referencing ⏎   - Enhanced security controls ⏎   - Enterprise-grade documentation features ⏎  ⏎ - **Streamlined Contribution Process**: ⏎   - Direct editing of documentation source files ⏎   - Faster pull request processing ⏎   - Increased automation ⏎   - Reduced manual steps";;
31;unsupported;hibrido | mistral-7b-instruct;q065;How to set up AWS RDS for a production workload?;Configure additional settings such as storage, backup options, maintenance windows, etc., according to your specific needs..;unsupported;0.586;b0b431f3-498f-4c0d-9610-b347cba787d4;"aws/EC2 :: Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>";" that you can use, you can skip this task\. ⏎  ⏎ **Important**   ⏎ If you use an existing RDS database, make sure that it is in the same VPC as your EC2 instance so that you can use the automatic connection feature\. [AWS > EC2 > Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>] Use the following steps to create an RDS database\. ⏎  ⏎ To view an animation of these steps, see [View an animation: Create an RDS database](#task1-create-rds-database-animation)\. ⏎  ⏎ **RDS database configuration** ⏎  ⏎ The steps in this task configure the RDS database as follows: ⏎ + Engine type: MySQL ⏎ + Template: Free tier ⏎ + DB instance identifier: **tutorial\-database\-1** ⏎ + DB instance class: `db.t3.micro` ⏎  ⏎ **Important**   ⏎ In a production environment, you should configure your database to meet your specific needs\. ⏎  ⏎ **To create a MySQL RDS database** ⏎  ⏎ 1. Open the Amazon RDS console at [https://console\.aws\.amazon\.com/rds/](https://console.aws.amazon.com/rds/)\. ⏎  ⏎ 1. From the Region selector \(at top right\), choose an AWS Region\. The database and the EC2 instance must be in the same Region in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. On the dashboard, choose **Create database**\. ⏎  ⏎ 1. Under **Choose a database creation method**, check that **Standard create** is selected\. If you choose **Easy create**, the VPC selector is not available\. You must ensure that your database is in the same VPC as your EC2 instance in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. Under **Engine options**, for **Engine type**, choose **MySQL**\. ⏎  ⏎ 1. Under **Templates**, choose a sample template to meet your needs\. For this tutorial, choose **Free tier** to create a database at no cost\. However, note that the free tier is only available if your account is less than 12 months old\. Other restrictions apply\. You can read more by choosing the **Info** link in the **Free tier** box\. ⏎  ⏎ 1. Under **Settings**, do the following: ⏎  ⏎    1. For **DB instance identifier**, enter a name for the database\. For this tutorial, enter **tutorial\-database\-1**\. ⏎  ⏎    1. For **Master username**, leave the default name, which is **admin**\. ⏎  ⏎    1. For **Master password**, enter a password that you can remember for this tutorial, and then, for **Confirm password**, enter the password again\. ⏎  ⏎ 1. Under **Instance configuration**, for **DB instance class**, leave the default, which is **db\.t3";;
32;unsupported;denso | mistral-7b-instruct;q128;When should you use AWS VPC instead of AWS RDS?;On the other hand, Amazon RDS (Relational Database Service) is a managed database service that makes it easier to set up, operate, and scale a relational database in the cloud [AWS > Services > Amazon RDS].;unsupported;0.5594;b0b431f3-498f-4c0d-9610-b347cba787d4;"aws/EC2 :: Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>";" that you can use, you can skip this task\. ⏎  ⏎ **Important**   ⏎ If you use an existing RDS database, make sure that it is in the same VPC as your EC2 instance so that you can use the automatic connection feature\. [AWS > EC2 > Task 1: Create an RDS database – *optional*<a name="option1-task1-create-rds-database"></a> > Steps to create an RDS database<a name="option1-task1-create-rds-database-steps"></a>] Use the following steps to create an RDS database\. ⏎  ⏎ To view an animation of these steps, see [View an animation: Create an RDS database](#task1-create-rds-database-animation)\. ⏎  ⏎ **RDS database configuration** ⏎  ⏎ The steps in this task configure the RDS database as follows: ⏎ + Engine type: MySQL ⏎ + Template: Free tier ⏎ + DB instance identifier: **tutorial\-database\-1** ⏎ + DB instance class: `db.t3.micro` ⏎  ⏎ **Important**   ⏎ In a production environment, you should configure your database to meet your specific needs\. ⏎  ⏎ **To create a MySQL RDS database** ⏎  ⏎ 1. Open the Amazon RDS console at [https://console\.aws\.amazon\.com/rds/](https://console.aws.amazon.com/rds/)\. ⏎  ⏎ 1. From the Region selector \(at top right\), choose an AWS Region\. The database and the EC2 instance must be in the same Region in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. On the dashboard, choose **Create database**\. ⏎  ⏎ 1. Under **Choose a database creation method**, check that **Standard create** is selected\. If you choose **Easy create**, the VPC selector is not available\. You must ensure that your database is in the same VPC as your EC2 instance in order to use the automatic connection feature in the EC2 console\. ⏎  ⏎ 1. Under **Engine options**, for **Engine type**, choose **MySQL**\. ⏎  ⏎ 1. Under **Templates**, choose a sample template to meet your needs\. For this tutorial, choose **Free tier** to create a database at no cost\. However, note that the free tier is only available if your account is less than 12 months old\. Other restrictions apply\. You can read more by choosing the **Info** link in the **Free tier** box\. ⏎  ⏎ 1. Under **Settings**, do the following: ⏎  ⏎    1. For **DB instance identifier**, enter a name for the database\. For this tutorial, enter **tutorial\-database\-1**\. ⏎  ⏎    1. For **Master username**, leave the default name, which is **admin**\. ⏎  ⏎    1. For **Master password**, enter a password that you can remember for this tutorial, and then, for **Confirm password**, enter the password again\. ⏎  ⏎ 1. Under **Instance configuration**, for **DB instance class**, leave the default, which is **db\.t3";;
33;unsupported;lexico | mistral-7b-instruct;q135;Compare AWS VPC and AWS IAM in terms of use cases and features;Features: AWS VPC : It allows you to control traffic flow between instances in your own virtual network, as well as define a networking environment that's similar to on-premises environments.;unsupported;0.0317;a750c78a-0bba-4dcd-b91e-af42f5e7feac;aws/Lambda :: License Summary; [sample-apps](./sample-apps) - Sample applications that demonstrate features and use cases for the AWS Lambda service and managed runtimes. ⏎ - [templates](./templates) - AWS CloudFormation templates for creating functions and VPC network resources. [AWS > Lambda > License Summary] The sample code within this repo is made available under a modified MIT license. See the [LICENSE](./LICENSE) file.;;
34;unsupported;denso | mistral-7b-instruct;q079;How to deploy a containerized application on AWS EC2?;Verify that you can run Docker commands without [CODE]..;unsupported;0.1091;fb44d896-96a8-4720-ba86-da7305a1d015;"aws/ECS :: Getting started with Amazon ECS using the AWS CDK<a name="tutorial-ecs-web-server-cdk"></a> > Step 2: Use the AWS CDK to define a containerized web server on Fargate<a name="ecs-web-server-cdk-step-2"></a>";"[CODE_BLOCK_11] ⏎  ⏎  ⏎ ------ [AWS > ECS > Getting started with Amazon ECS using the AWS CDK<a name="tutorial-ecs-web-server-cdk"></a> > Step 2: Use the AWS CDK to define a containerized web server on Fargate<a name="ecs-web-server-cdk-step-2"></a>] Use the container image [https://hub.docker.com/r/amazon/amazon-ecs-sample](https://hub.docker.com/r/amazon/amazon-ecs-sample) from DockerHub\. This image contains a PHP web app that runs on Amazon Linux 2\. ⏎  ⏎ In the AWS CDK project that you created, edit the file that contains the stack definition to resemble one of the following examples\. ⏎  ⏎ **Note**   ⏎ A stack is a unit of deployment\. All resources must be in a stack, and all the resources that are in a stack are deployed at the same time\. If a resource fails to deploy, any other resources that were already deployed are rolled back\. An AWS CDK app can contain multiple stacks, and resources in one stack can refer to resources in another stack\. ⏎  ⏎ ------";;
35;unsupported;hibrido | mistral-7b-instruct;q035;What are the service limits for Azure Functions?;For a comprehensive list of service limits for Azure Functions, refer to the [Functions service limits](functions-scale.md#service-limits) documentation.;unsupported;0.5023;0a848066-8d2d-435f-89c6-e5232f21d96f;"azure/Virtual Network :: Azure Virtual Network frequently asked questions (FAQ) > Migration of classic network resources to Resource Manager > What is Azure Service Manager, and what does the term "classic" mean?";"nets that you use for securing the resource. The following table shows some example limits: ⏎  ⏎  ⏎ [TABLE_0] ⏎  ⏎ >[!NOTE] ⏎ > The limits are subject to change at the discretion of the Azure services. Refer to the respective service documentation for details. [AZURE > Virtual Network > Azure Virtual Network frequently asked questions (FAQ) > Migration of classic network resources to Resource Manager > What is Azure Service Manager, and what does the term "classic" mean?] Azure Service Manager is the old deployment model of Azure that was responsible for creating, managing, and deleting resources. The word *classic* in a networking service refers to resources managed by the Azure Service Manager model. For more information, see the [comparison of deployment models](../azure-resource-manager/management/deployment-models.md).";;
36;unsupported;lexico | qwen3.5-9b;q011;What is AWS VPC and what are its main features?;A default subnet for each Availability Zone.;unsupported;0.2736;37c05779-f8d7-4e24-8ed7-093f6213c6d9;"aws/EC2 :: Dedicated Instances<a name="dedicated-instance"></a> > Supported features<a name="features"></a>";" and manually specify a tenancy of `dedicated` for the instances to run as Dedicated Instances\. For more information, see [Launch Dedicated Instances into a VPC](dedicated-usage-overview.md#dedicatedinstancesintovpc)\. [AWS > EC2 > Dedicated Instances<a name="dedicated-instance"></a> > Supported features<a name="features"></a>] Dedicated Instances support the following features and AWS service integrations: ⏎  ⏎ **Topics** ⏎ + [Reserved Instances](#dedicatedreservedinstances) ⏎ + [Automatic scaling](#dedicated-instance-autoscaling) ⏎ + [Automatic recovery](#dedicated-instance-recovery) ⏎ + [Dedicated Spot Instances](#dedicated-instance-spot) ⏎ + [Burstable performance instances](#dedicated-instance-burstable)";;
37;unsupported;lexico | qwen3.5-9b;q026;What are the limits and quotas for AWS CloudWatch?;CloudWatch Service Quotas: The context states that calls to [CODE] count toward CloudWatch service quotas associated with your account .;unsupported;0.5298;2426a8c8-6ea5-437c-af0e-e867067f0335;"aws/EC2 :: Spot Instance quotas<a name="using-spot-limits"></a> > Monitor Spot Instance quotas and usage<a name="monitoring-spot-limits"></a>";" Spot Instances \(16 x 16 vCPUs\)\.  ⏎  ⏎ **Topics** ⏎ + [Monitor Spot Instance quotas and usage](#monitoring-spot-limits) ⏎ + [Request a quota increase](#spot-vcpu-limits-request-increase) [AWS > EC2 > Spot Instance quotas<a name="using-spot-limits"></a> > Monitor Spot Instance quotas and usage<a name="monitoring-spot-limits"></a>] You can view and manage your Spot Instance quotas using the following: ⏎ + The Amazon EC2 [Services quotas page](https://console.aws.amazon.com/servicequotas/#!/services/ec2/quotas) in the Service Quotas console ⏎ + The [get\-service\-quota](https://docs.aws.amazon.com/cli/latest/reference/service-quotas/get-service-quota.html) AWS CLI ⏎  ⏎ For more information, see [Amazon EC2 service quotas](ec2-resource-limits.md) in the *Amazon EC2 User Guide for Linux Instances* and [Viewing service quotas](https://docs.aws.amazon.com/servicequotas/latest/userguide/gs-request-quota.html) in the *Service Quotas User Guide*\. ⏎  ⏎ With Amazon CloudWatch metrics integration, you can monitor EC2 usage against your quotas\. You can also configure alarms to warn about approaching quotas\. For more information, see [Service Quotas and Amazon CloudWatch alarms](https://docs.aws.amazon.com/servicequotas/latest/userguide/configure-cloudwatch.html) in the *Service Quotas User Guide*\.";;
38;unsupported;hibrido | qwen3.5-9b;q137;What are the trade-offs between AWS Lambda and AWS EC2 for production workloads?;Amazon ECS (Elastic Container Service, container orchestration, Fargate, ECS Anywhere).;unsupported;0.6867;1c320f56-b230-4e1a-9307-6da4fd384ad7;"aws/EC2 :: Optimize CPU options<a name="instance-optimize-cpu"></a>";"[AWS > EC2 > Optimize CPU options<a name="instance-optimize-cpu"></a>] Amazon EC2 instances support multithreading, which enables multiple threads to run concurrently on a single CPU core\. Each thread is represented as a virtual CPU \(vCPU\) on the instance\. An instance has a default number of CPU cores, which varies according to instance type\. For example, an `m5.xlarge` instance type has two CPU cores and two threads per core by default—four vCPUs in total\. ⏎  ⏎ **Note**   ⏎ Each vCPU is a thread of a CPU core, except for T2 instances and instances powered by AWS Graviton2 processors\. ⏎  ⏎ In most cases, there is an Amazon EC2 instance type that has a combination of memory and number of vCPUs to suit your workloads\. However, you can specify the following CPU options to optimize your instance for specific workloads or business needs: ⏎ + **Number of CPU cores**: You can customize the number of CPU cores for the instance\. You might do this to potentially optimize the licensing costs of your software with an instance that has sufficient amounts of RAM for memory\-intensive workloads but fewer CPU cores\. ⏎ + **Threads per core**: You can disable multithreading by specifying a single thread per CPU core\. You might do this for certain workloads, such as high performance computing \(HPC\) workloads\. ⏎  ⏎ You can specify these CPU options during instance launch\. There is no additional or reduced charge for specifying CPU options\. You're charged the same as instances that are launched with default CPU options\. ⏎  ⏎ **Topics** ⏎ + [Rules for specifying CPU options](instance-cpu-options-rules.md) ⏎ + [CPU cores and threads per CPU core per instance type](cpu-options-supported-instances-values.md) ⏎ + [Specify CPU options for your instance](instance-specify-cpu-options.md) ⏎ + [View the CPU options for your instance](view-cpu-options.md)";;
39;unsupported;denso | qwen3.5-9b;q054;What are the quotas for Google Cloud Compute Engine?;If your project lacks preemptible quota, standard quota is consumed.;unsupported;0.6176;88ce17f4-cf2d-4ba0-8ed9-8682d16f1287;gcp/GKE :: Run GPUs in GKE Standard node poolsStay organized with collectionsSave and categorize content based on your preferences. > Ensure sufficient GPU quota > Requesting GPU quota; quota at least equivalent to the number of GPUs per node multiplied by your cluster's maximum number of ⏎ nodes. ⏎ For example, if you create a cluster with three nodes that runs two GPUs ⏎ per node, your project requires at least six GPU quota. [GCP > GKE > Run GPUs in GKE Standard node poolsStay organized with collectionsSave and categorize content based on your preferences. > Ensure sufficient GPU quota > Requesting GPU quota] To request GPU quota, use the Google Cloud console. For more information about ⏎ requesting quotas, refer toGPU quotasin the ⏎ Compute Engine documentation. ⏎ To search for GPU quota and submit a quota request, use the Google Cloud console: ⏎ Go to the IAM & AdminQuotaspage in the Google Cloud console.Go to QuotasIn theFilterbox, do the following:Select theQuotaproperty, enter the name of theGPU model, and pressEnter.(Optional) To apply more advanced filters to narrow the results, select ⏎ theDimensions (for example, locations)property, add the name of theregion or zone you are using, and ⏎ pressEnter.From the list of GPU quotas, select the quota you want to change.ClickEdit Quotas. A request form opens.Fill theNew quota limitfield for each quota request.Fill theRequest descriptionfield with details about your request.ClickNext.In theOverride confirmationdialog, clickConfirm.In theContact detailsscreen, enter your name and a phone number that the approvers might use to complete your quota change request.ClickSubmit request.You receive a confirmation email to track the quota change.;;
40;unsupported;denso | qwen3.5-9b;q071;How to monitor AWS DynamoDB with CloudWatch?;To answer this question accurately, I would need documentation specifically covering AWS DynamoDB monitoring capabilities with CloudWatch.;unsupported;0.2461;621adfd5-7e38-4ce5-b6a1-4ebb1b09f558;"aws/EC2 :: Monitor your instances using CloudWatch<a name="using-cloudwatch"></a>";"[AWS > EC2 > Monitor your instances using CloudWatch<a name="using-cloudwatch"></a>] You can monitor your instances using Amazon CloudWatch, which collects and processes raw data from Amazon EC2 into readable, near real\-time metrics\. These statistics are recorded for a period of 15 months, so that you can access historical information and gain a better perspective on how your web application or service is performing\. ⏎  ⏎ By default, Amazon EC2 sends metric data to CloudWatch in 5\-minute periods\. To send metric data for your instance to CloudWatch in 1\-minute periods, you can enable detailed monitoring on the instance\. For more information, see [Enable or turn off detailed monitoring for your instances](using-cloudwatch-new.md)\. ⏎  ⏎ The Amazon EC2 console displays a series of graphs based on the raw data from Amazon CloudWatch\. Depending on your needs, you might prefer to get data for your instances from Amazon CloudWatch instead of the graphs in the console\. ⏎  ⏎ For more information about Amazon CloudWatch, see the [Amazon CloudWatch User Guide](https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/)\. ⏎  ⏎ **Topics** ⏎ + [Enable or turn off detailed monitoring for your instances](using-cloudwatch-new.md) ⏎ + [List the available CloudWatch metrics for your instances](viewing_metrics_with_cloudwatch.md) ⏎ + [Get statistics for metrics for your instances](monitoring_get_statistics.md) ⏎ + [Graph metrics for your instances](graphs-in-the-aws-management-console.md) ⏎ + [Create a CloudWatch alarm for an instance](using-cloudwatch-createalarm.md) ⏎ + [Create alarms that stop, terminate, reboot, or recover an instance](UsingAlarmActions.md)";;
41;supported;denso | granite4.1-8b;q031;What regions support Azure Entra ID?;The supported Azure clouds for Azure Entra ID are:.;supported;0.9618;37d17004-c1da-4b9e-8fc5-12b36eb2aecf;azure/Entra ID :: Sign in to Windows virtual machine in Azure or Arc-enabled Windows Server, using Microsoft Entra ID and Azure Roles Based Access Control > Requirements > Network requirements;Azure GlobalAzure GovernmentMicrosoft Azure operated by 21Vianet ⏎ NoteCIS hardened images support Microsoft Entra ID authentication for Microsoft Windows Enterprise and Microsoft Windows Server offerings. For more information, see:CIS Hardened Images on Microsoft Windows Enterprise. [AZURE > Entra ID > Sign in to Windows virtual machine in Azure or Arc-enabled Windows Server, using Microsoft Entra ID and Azure Roles Based Access Control > Requirements > Network requirements] To enable Microsoft Entra authentication to virtual machines in Azure or Arc-enabled Windows Servers, you need to ensure that your network configuration permits outbound access to the following endpoints over TCP port 443. ⏎ Azure Global: ⏎ https://enterpriseregistration.windows.net: Device registration. ⏎ http://169.254.169.254: Azure Instance Metadata Service endpoint. ⏎ http://localhost:40342: Arc Instance Metadata Service endpoint. ⏎ https://login.microsoftonline.com: Authentication flows.https://pas.windows.net: Azure role-based access control flows. ⏎ Azure Government: ⏎ https://enterpriseregistration.microsoftonline.us: Device registration. ⏎ http://169.254.169.254: Azure Instance Metadata Service endpoint. ⏎ http://localhost:40342: Arc Instance Metadata Service endpoint. ⏎ https://login.microsoftonline.us: Authentication flows.https://pasff.usgovcloudapi.net: Azure role-based access control flows. ⏎ Microsoft Azure operated by 21Vianet: ⏎ https://enterpriseregistration.partner.microsoftonline.cn: Device registration. ⏎ http://169.254.169.254: Azure Instance Metadata Service endpoint. ⏎ http://localhost:40342: Arc Instance Metadata Service endpoint. ⏎ https://login.chinacloudapi.cn: Authentication flows.https://pas.chinacloudapi.cn: Azure role-based access control flows. ⏎ For Azure Arc-enabled Windows Servers, more network requirements are provided in theArc-connected server documentation.;;
42;supported;lexico | granite4.1-8b;q108;How to set up logging and monitoring for Google Cloud Cloud Build?;Access the build logs via the URL provided in the terminal output or through the Google Cloud Console's Logs Explorer..;supported;0.8795;7a6d5760-f6cb-4db2-be46-96e0abfb5850;gcp/Cloud Functions :: Build process overview > View your build image logs;. ⏎ Cloud Storage does provide a free tier: review the pricing ⏎ document for further details.For Artifact Registry pricing, see thePricingpage.Because the build process is subject to billing, your project must ⏎ have aCloud Billing Accountattached to it. [GCP > Cloud Functions > Build process overview > View your build image logs] A key benefit of having the build image process in your user project is access ⏎ to build logs. You can use gcloud CLI or the Google Cloud console ⏎ to reach the logs, which are available throughCloud Logging. ⏎ gcloudDeploy your function using thegcloud functions deploycommand.The URL of the logs is shown as part of the response in your terminal ⏎ window. For example:Deployingfunction(maytakeawhile-upto2minutes)...⠹ ⏎ **ForCloudBuildStackdriverLogs**,visit: ⏎ https://console.cloud.google.com/logs/viewer?project=&advancedFilter=resource.type% ⏎ 3Dbuild%0Aresource.labels.build_id%3D38d5b662-2315-45dd-8aa2- ⏎ 380d50d4f5e8%0AlogName%3Dprojects%2F% ⏎ 2Flogs%2Fcloudbuild ⏎ Deployingfunction(maytakeawhile-upto2minutes)...done.Google Cloud consoleTo view function logs in the Cloud Run page:Go to Cloud RunClick the chosen function in the displayed list.Click theLOGStab to get the request and container logs for all ⏎ revisions of this function. You can filter by log severity level.;;
